trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.97, 'e': 0.0035708436853915055}",30,18,24.980709415878266,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.97, 'e': 0.0034637183748297603}",30,12,30.72796859270547,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.97, 'e': 0.0033598068235848673}",25,11,20.10602879409894,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.97, 'e': 0.0032590126188773213}",25,11,27.799704385837867,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.97, 'e': 0.0031612422403110014}",35,13,42.400608207706455,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.97, 'e': 0.0030664049731016713}",20,2,30.93091377183748,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.97, 'e': 0.002974412823908621}",20,8,16.753260213889956,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.97, 'e': 0.0028851804391913623}",20,16,7.493208640412367,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.97, 'e': 0.0027986250260156214}",20,13,14.52534322117418,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.97, 'e': 0.0027146662752351525}",20,0,30.013758055829506,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
195,False,"{'a': 0.97, 'e': 0.002633226286978098}",20,14,12.465005800612792,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.97, 'e': 0.002554229498368755}",25,9,27.579684512749306,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.97, 'e': 0.0024776026134176923}",30,13,31.534454873585833,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.97, 'e': 0.0024032745350151615}",20,5,15.881087520778536,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.97, 'e': 0.0023311762989647066}",25,17,12.207588118141832,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.97, 'e': 0.0022612410099957653}",20,5,24.082055650331228,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.97, 'e': 0.0021934037796958925}",20,15,10.895016645430385,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.97, 'e': 0.0021276016663050153}",25,18,15.033897139023226,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.97, 'e': 0.0020637736163158647}",30,22,15.398354568495092,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.97, 'e': 0.002001860407826389}",25,9,23.202262541664613,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.97, 'e': 0.0019418045955915972}",20,13,4.928362902242198,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.97, 'e': 0.0018835504577238492}",25,8,29.26930675135875,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.97, 'e': 0.0018270439439921338}",20,14,11.01001971411101,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.97, 'e': 0.0017722326256723697}",30,11,23.669192791061302,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
209,False,"{'a': 0.97, 'e': 0.0017190656469021986}",20,10,21.451748585638764,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.97, 'e': 0.0016674936774951324}",20,13,13.819273818168991,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.97, 'e': 0.0016174688671702785}",20,8,16.936373067146118,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.97, 'e': 0.00156894480115517}",30,20,18.327756163143942,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.97, 'e': 0.001521876457120515}",25,7,14.363106820355716,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
214,False,"{'a': 0.97, 'e': 0.0014762201634068994}",25,11,21.707033632507382,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.97, 'e': 0.0014319335585046924}",25,8,-2.3243380194834167,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
216,False,"{'a': 0.97, 'e': 0.0013889755517495516}",35,17,12.160208961680684,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
217,False,"{'a': 0.97, 'e': 0.0013473062851970651}",20,11,17.465414415912186,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.97, 'e': 0.001306887096641153}",25,14,-2.7981049185599938,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
219,False,"{'a': 0.97, 'e': 0.0012676804837419185}",30,7,18.8433446617085,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
220,False,"{'a': 0.97, 'e': 0.0012296500692296607}",20,3,28.665151427745386,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.97, 'e': 0.0011927605671527709}",35,11,43.05242707333264,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.97, 'e': 0.001156977750138188}",20,16,6.927829475961223,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.97, 'e': 0.0011222684176340422}",25,15,16.562099258034724,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.97, 'e': 0.0010886003651050208}",20,0,27.813719254805328,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
225,False,"{'a': 0.97, 'e': 0.0010559423541518702}",25,16,-5.71972971514938,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
226,False,"{'a': 0.97, 'e': 0.0010242640835273142}",20,12,11.1518429313948,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.97, 'e': 0.0009935361610214947}",30,18,21.885881926880213,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.97, 'e': 0.0009637300761908497}",20,11,16.4465245805098,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.97, 'e': 0.0009348181739051243}",20,0,34.75023430250281,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.97, 'e': 0.0009067736286879705}",20,10,-7.102515068001608,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
231,False,"{'a': 0.97, 'e': 0.0008795704198273313}",20,16,6.909527511039928,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.97, 'e': 0.0008531833072325114}",20,12,11.859996871596982,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.97, 'e': 0.0008275878080155361}",30,11,30.773243463242803,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.97, 'e': 0.0008027601737750699}",20,13,8.267316496734683,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.97, 'e': 0.0007786773685618178}",20,0,23.839819856011786,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.97, 'e': 0.0007553170475049632}",20,3,22.01219382589339,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.97, 'e': 0.0007326575360798143}",20,5,13.645642376719474,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.97, 'e': 0.0007106778099974199}",25,13,-20.38286969056241,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
239,False,"{'a': 0.97, 'e': 0.0006893574756974973}",20,13,15.57472169822987,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.97, 'e': 0.0006686767514265723}",20,12,12.068834921031948,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.97, 'e': 0.0006486164488837752}",20,15,11.119380517705554,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.97, 'e': 0.0006291579554172619}",20,13,12.35027334992065,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.97, 'e': 0.000610283216754744}",30,18,21.22286650840179,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.97, 'e': 0.0005919747202521017}",20,12,17.15615683219129,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.97, 'e': 0.0005742154786445386}",20,13,11.41601760923018,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.97, 'e': 0.0005569890142852024}",30,12,29.801886625152257,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.97, 'e': 0.0005402793438566463}",20,13,12.466136755290558,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.97, 'e': 0.000524070963540947}",20,11,15.607894124967645,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.97, 'e': 0.0005083488346347185}",25,4,26.250509634296538,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.97, 'e': 0.000493098369595677}",25,7,32.43034846540516,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.97, 'e': 0.00047830541850780664}",25,11,25.116933305896755,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.97, 'e': 0.0004639562559525724}",20,7,19.06041957318413,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.97, 'e': 0.0004500375682739952}",35,16,13.56898993498881,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
254,False,"{'a': 0.97, 'e': 0.0004365364412257754}",20,11,17.043811614137418,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.97, 'e': 0.00042344034798900206}",20,7,21.99679658342329,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.97, 'e': 0.000410737137549332}",30,18,23.603675405651003,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.97, 'e': 0.00039841502342285204}",25,20,10.004864575976196,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.97, 'e': 0.00038646257272016645}",25,7,14.789486060709368,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
259,False,"{'a': 0.97, 'e': 0.00037486869553856147}",25,2,36.885095742786554,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.97, 'e': 0.0003636226346724046}",25,14,21.318997636936096,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.97, 'e': 0.00035271395563223247}",20,14,12.01024892413644,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.97, 'e': 0.0003421325369632655}",30,17,21.433766093200532,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.97, 'e': 0.00033186856085436753}",20,3,26.448760500458356,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.97, 'e': 0.0003219125040287365}",20,15,9.650741130039123,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.97, 'e': 0.00031225512890787434}",20,4,29.522856468948838,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.97, 'e': 0.0003028874750406381}",25,3,37.21429492005616,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.97, 'e': 0.000293800850789419}",30,11,33.46847461182202,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.97, 'e': 0.0002849868252657364}",35,23,22.368640288193678,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.97, 'e': 0.0002764372205077643}",25,8,28.03277830970176,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.97, 'e': 0.00026814410389253135}",25,11,9.061996538414007,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
271,False,"{'a': 0.97, 'e': 0.00026009978077575543}",20,14,9.632302084718926,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.97, 'e': 0.00025229678735248274}",25,10,23.26367829877628,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.97, 'e': 0.00024472788373190827}",30,14,24.440684626972384,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.97, 'e': 0.000237386047219951}",20,13,11.174506152383334,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.97, 'e': 0.00023026446580335248}",30,15,26.22891794154314,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.97, 'e': 0.00022335653182925188}",30,15,8.20073935579013,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
277,False,"{'a': 0.97, 'e': 0.00021665583587437433}",20,13,10.366993630152118,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.97, 'e': 0.00021015616079814308}",25,15,16.857212231241814,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.97, 'e': 0.00020385147597419879}",20,0,29.8495588942617,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
280,False,"{'a': 0.97, 'e': 0.00019773593169497282}",20,8,-20.62476676421386,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
281,False,"{'a': 0.97, 'e': 0.00019180385374412362}",20,8,23.30327228460027,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.97, 'e': 0.0001860497381317999}",25,14,19.437174389873523,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.97, 'e': 0.0001804682459878459}",20,13,11.939441938507823,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.97, 'e': 0.00017505419860821053}",25,4,-9.023422168337133,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
285,False,"{'a': 0.97, 'e': 0.00016980257264996422}",20,6,28.937042239644878,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.97, 'e': 0.00016470849547046528}",25,0,34.23249364841405,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
287,False,"{'a': 0.97, 'e': 0.0001597672406063513}",20,10,15.61338325164019,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.97, 'e': 0.00015497422338816078}",20,16,8.970614120531637,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.97, 'e': 0.00015032499668651595}",20,14,11.496141925317938,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.97, 'e': 0.00014581524678592046}",20,10,19.64312140328148,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.97, 'e': 0.00014144078938234286}",20,0,28.27555422085674,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.97, 'e': 0.00013719756570087255}",20,9,22.450095089317085,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.97, 'e': 0.00013308163872984637}",30,2,39.70663216476004,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.97, 'e': 0.00012908918956795097}",20,14,13.58534887140638,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.97, 'e': 0.00012521651388091245}",25,9,22.86581918115603,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.97, 'e': 0.00012146001846448507}",25,6,26.29652976996187,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.97, 'e': 0.00011781621791055051}",20,12,17.477647688986806,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.97, 'e': 0.000114281731373234}",20,14,10.271772441828475,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.97, 'e': 0.00011085327943203698}",20,0,28.29529595728725,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
300,False,"{'a': 0.97, 'e': 0.00010752768104907586}",35,15,36.2459067756802,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.97, 'e': 0.00010430185061760358}",25,2,1.2053975144531066,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
302,False,"{'a': 0.97, 'e': 0.00010117279509907547}",20,13,15.507780492329399,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.97, 'e': 9.813761124610321e-05}",25,7,35.89840834923744,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.97, 'e': 9.519348290872011e-05}",20,12,16.036253830403155,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.97, 'e': 9.23376784214585e-05}",25,16,17.602557368450817,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.97, 'e': 8.956754806881474e-05}",25,11,25.773272204398463,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.97, 'e': 8.68805216267503e-05}",30,20,17.792746847957286,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.97, 'e': 8.427410597794779e-05}",25,12,26.154856277029616,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.97, 'e': 8.174588279860936e-05}",20,16,7.443262451984353,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.97, 'e': 7.929350631465107e-05}",20,0,27.908629641919262,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
311,False,"{'a': 0.97, 'e': 7.691470112521153e-05}",20,1,11.42198564223687,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
312,False,"{'a': 0.97, 'e': 7.460726009145518e-05}",30,12,30.828345196661378,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.97, 'e': 7.236904228871153e-05}",30,18,23.78013505833322,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.97, 'e': 7.019797102005018e-05}",20,12,7.733576984564449,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.97, 'e': 6.809203188944868e-05}",25,7,35.39013311449218,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.97, 'e': 6.604927093276521e-05}",30,12,-9.836076341577947,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
317,False,"{'a': 0.97, 'e': 6.406779280478225e-05}",35,18,33.72974881965144,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.97, 'e': 6.214575902063879e-05}",25,7,29.378651514411725,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.97, 'e': 6.028138625001962e-05}",20,6,-20.4251121674077,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
320,False,"{'a': 0.97, 'e': 5.847294466251903e-05}",30,10,33.878415358676804,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.97, 'e': 5.671875632264346e-05}",20,13,12.215734424250389,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.97, 'e': 5.5017193632964154e-05}",20,15,8.933482714392374,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.97, 'e': 5.336667782397523e-05}",35,14,36.88302998499541,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.97, 'e': 5.176567748925597e-05}",20,13,16.422605117773625,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.97, 'e': 5.0212707164578285e-05}",20,10,15.65519862667939,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.97, 'e': 4.870632594964094e-05}",30,20,20.435086145530043,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.97, 'e': 4.7245136171151706e-05}",20,13,13.81749379119811,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.97, 'e': 4.582778208601716e-05}",20,5,28.443017425192327,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.97, 'e': 4.445294862343664e-05}",20,0,24.893174012668464,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
330,False,"{'a': 0.97, 'e': 4.311936016473354e-05}",20,10,23.19143239143557,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.97, 'e': 4.182577935979153e-05}",30,19,20.04700293245204,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.97, 'e': 4.057100597899778e-05}",20,1,21.454498383547243,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.97, 'e': 3.935387579962785e-05}",20,15,8.563781735828705,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.97, 'e': 3.817325952563901e-05}",20,10,17.59221735606112,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.97, 'e': 3.702806173986984e-05}",30,18,18.419994981759057,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.97, 'e': 3.5917219887673745e-05}",20,8,21.020964022207224,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.97, 'e': 3.4839703291043535e-05}",20,6,27.34179888345575,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.97, 'e': 3.3794512192312226e-05}",25,12,24.13487877723766,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.97, 'e': 3.278067682654286e-05}",25,11,25.595835919799406,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.97, 'e': 3.1797256521746574e-05}",20,11,15.900913723323274,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.97, 'e': 3.084333882609417e-05}",20,9,21.178287168141683,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.97, 'e': 2.991803866131135e-05}",20,15,9.180111527954569,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.97, 'e': 2.9020497501472005e-05}",25,0,35.08860291461809,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
344,False,"{'a': 0.97, 'e': 2.8149882576427846e-05}",25,12,22.165933929982163,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.97, 'e': 2.7305386099135008e-05}",20,7,9.730851540739835,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
346,False,"{'a': 0.97, 'e': 2.648622451616096e-05}",20,14,9.141274288300242,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.97, 'e': 2.569163778067613e-05}",30,3,50.71914155955745,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.97, 'e': 2.4920888647255843e-05}",20,4,27.89958737079873,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.97, 'e': 2.417326198783817e-05}",20,6,4.770362838618373,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
350,False,"{'a': 0.97, 'e': 2.3448064128203022e-05}",30,11,38.81496868270187,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.97, 'e': 2.274462220435693e-05}",20,7,18.465765168990522,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.97, 'e': 2.2062283538226223e-05}",25,13,20.313364765942342,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.97, 'e': 2.1400415032079435e-05}",25,14,8.149852405702045,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
354,False,"{'a': 0.97, 'e': 2.075840258111705e-05}",25,11,25.48689284753593,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.97, 'e': 2.013565050368354e-05}",20,10,17.50943641967068,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.97, 'e': 1.9531580988573033e-05}",20,2,25.879431689989488,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.97, 'e': 1.8945633558915843e-05}",25,15,17.12437926540192,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.97, 'e': 1.8377264552148367e-05}",20,13,13.04510169567162,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.97, 'e': 1.7825946615583912e-05}",30,18,19.072532495766193,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.97, 'e': 1.7291168217116395e-05}",30,20,17.274214009647814,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.97, 'e': 1.6772433170602904e-05}",20,5,23.726600418843148,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.97, 'e': 1.6269260175484817e-05}",20,0,25.43528767867523,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
363,False,"{'a': 0.97, 'e': 1.578118237022027e-05}",20,4,19.42909121479433,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.97, 'e': 1.5307746899113664e-05}",20,0,2.8148389801808986,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
365,False,"{'a': 0.97, 'e': 1.4848514492140252e-05}",20,14,10.683974732490295,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.97, 'e': 1.4403059057376044e-05}",20,10,16.196252915979603,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
